0	0.000030
1	0.000033
2	0.000036
3	0.000040
4	0.000043
5	0.000048
6	0.000052
7	0.000057
8	0.000062
9	0.000068
10	0.000074
11	0.000081
12	0.000089
13	0.000096
14	0.000105
15	0.000114
16	0.000124
17	0.000135
18	0.000147
19	0.000159
20	0.000172
21	0.000186
22	0.000202
23	0.000218
24	0.000236
25	0.000255
26	0.000275
27	0.000296
28	0.000319
29	0.000343
30	0.000369
31	0.000397
32	0.000426
33	0.000457
34	0.000490
35	0.000525
36	0.000562
37	0.000601
38	0.000642
39	0.000686
40	0.000732
41	0.000781
42	0.000832
43	0.000886
44	0.000942
45	0.001002
46	0.001064
47	0.001130
48	0.001198
49	0.001270
50	0.001345
51	0.001423
52	0.001505
53	0.001590
54	0.001679
55	0.001771
56	0.001867
57	0.001967
58	0.002070
59	0.002177
60	0.002288
61	0.002402
62	0.002521
63	0.002643
64	0.002769
65	0.002899
66	0.003032
67	0.003169
68	0.003310
69	0.003455
70	0.003603
71	0.003754
72	0.003909
73	0.004067
74	0.004229
75	0.004393
76	0.004560
77	0.004730
78	0.004902
79	0.005077
80	0.005254
81	0.005433
82	0.005613
83	0.005796
84	0.005979
85	0.006164
86	0.006349
87	0.006535
88	0.006721
89	0.006908
90	0.007094
91	0.007279
92	0.007463
93	0.007646
94	0.007828
95	0.008008
96	0.008186
97	0.008361
98	0.008533
99	0.008702
100	0.008868
101	0.009030
102	0.009188
103	0.009341
104	0.009489
105	0.009633
106	0.009771
107	0.009904
108	0.010030
109	0.010151
110	0.010265
111	0.010372
112	0.010472
113	0.010565
114	0.010651
115	0.010729
116	0.010800
117	0.010862
118	0.010917
119	0.010963
120	0.011001
121	0.011031
122	0.011052
123	0.011065
124	0.011069
125	0.011065
126	0.011052
127	0.011031
128	0.011001
129	0.010963
130	0.010917
131	0.010862
132	0.010800
133	0.010729
134	0.010651
135	0.010565
136	0.010472
137	0.010372
138	0.010265
139	0.010151
140	0.010030
141	0.009904
142	0.009771
143	0.009633
144	0.009489
145	0.009341
146	0.009188
147	0.009030
148	0.008868
149	0.008702
150	0.008533
151	0.008361
152	0.008186
153	0.008008
154	0.007828
155	0.007646
156	0.007463
157	0.007279
158	0.007094
159	0.006908
160	0.006721
161	0.006535
162	0.006349
163	0.006164
164	0.005979
165	0.005796
166	0.005613
167	0.005433
168	0.005254
169	0.005077
170	0.004902
171	0.004730
172	0.004560
173	0.004393
174	0.004229
175	0.004067
176	0.003909
177	0.003754
178	0.003603
179	0.003455
180	0.003310
181	0.003169
182	0.003032
183	0.002899
184	0.002769
185	0.002643
186	0.002521
187	0.002402
188	0.002288
189	0.002177
190	0.002070
191	0.001967
192	0.001867
193	0.001771
194	0.001679
195	0.001590
196	0.001505
197	0.001423
198	0.001345
199	0.001270
200	0.001198
201	0.001130
202	0.001064
203	0.001002
204	0.000942
205	0.000886
206	0.000832
207	0.000781
208	0.000732
209	0.000686
210	0.000642
211	0.000601
212	0.000562
213	0.000525
214	0.000490
215	0.000457
216	0.000426
217	0.000397
218	0.000369
219	0.000343
220	0.000319
221	0.000296
222	0.000275
223	0.000255
224	0.000236
225	0.000218
226	0.000202
227	0.000186
228	0.000172
229	0.000159
230	0.000147
231	0.000135
232	0.000124
233	0.000114
234	0.000105
235	0.000096
236	0.000089
237	0.000081
238	0.000074
239	0.000068
240	0.000062
241	0.000057
242	0.000052
243	0.000048
244	0.000043
245	0.000040
246	0.000036
247	0.000033
248	0.000030
249	0.000027
250	0.000025
251	0.000022
252	0.000020
253	0.000018
254	0.000017
255	0.000015
